year,trial,geno,rep,sc,MT,FF,F50,MF50,HT,WD,BM,LT,HM,HI,HD,CL,BS,BR,BU,HC,HE,HS,HU,HR,OQ,FC,note.plot
1,2,B114,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B115,1,4,134,87,157,23,56.642,72.136,666.1,6,57.8,8.67737576940399,46.6,20.5,2.08,5,2,2,4,3,2,3,2,0,irregular heading and flowering 
1,1,B115,1,12,120,112,153,33,74.676,77.216,585.1,3,67.8,11.5877627755939,37.7,18.6,1.4,2,3,4,4,3,2,3,2,0,irregular heading and flowering 
1,1,B115,2,10,149,168,180,31,59.182,63.5,525.2,3,129.5,24.6572734196497,63.7,36.3,1.18,3,4,3,3,2,2,4,2,0,slower heading? 
1,1,B115,3,11,127,138,186,59,74.93,69.088,901,19,93.3,10.3551609322974,45.1,20.7,1.68,1,3,4,5,1,1,2,1,0,"extreme lats, irregular heading and flowering "
1,2,B115,1,11,149,NA,NA,NA,70.104,93.726,364.2,0,30.2,8.29214717188358,28.6,13,1.48,5,2,3,4,3,3,3,2,NA,late or irregular 
1,2,B115,2,12,121,149,159,38,59.944,90.17,465.3,0,44.2,9.49924779712014,53.1,24.9,1.98,5,3,2,4,2,3,4,2,0,irregular heading and flowering 
1,2,B115,3,11,118,132,149,31,62.484,117.348,1243.8,6,108,8.68306801736614,65.5,35.7,1.58,3,3,4,3,3,3,3,2,0,irregular heading and flowering 
1,0,B116,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B116,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B116,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B116,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B116,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B116,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B116,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B117,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering 
1,1,B117,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B117,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B117,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B117,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B117,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B117,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B118,1,5,63,68,71,8,52.07,82.296,731.8,3,95.4,13.036348729161,77.1,34.8,2.98,4,3,3,4,5,4,5,4,1,
1,1,B118,1,8,98,99,112,14,59.69,67.818,344.6,0,47.7,13.8421358096344,70,30.4,2.04,5,4,3,5,3,3,4,3,1,
1,1,B118,2,9,98,99,108,10,54.102,90.424,574.5,2,44.4,7.72845953002611,47.9,17,2.24,4,3,1,4,4,4,4,2,1,
1,1,B118,3,10,101,102,112,11,52.832,82.296,718.8,0,64.9,9.02893711741792,49.8,23.9,1.84,5,4,3,4,4,4,4,3,1,
1,2,B118,1,6,105,99,109,4,42.672,77.47,432.4,1,56.6,13.0897317298797,49.6,22.2,1.52,5,4,3,3,3,4,4,2,1,
1,2,B118,2,6,84,90,97,13,47.244,77.724,403.4,1,31.7,7.8582052553297,40.3,23,2.16,5,4,2,2,4,4,4,3,1,
1,2,B118,3,5,91,99,105,14,53.848,70.612,246.7,0,33.6,13.6197811106607,40.5,17.5,1.98,4,2,2,4,4,3,3,2,1,one with yellow flowers!! 
1,0,B119,1,3,96,NA,NA,NA,72.39,88.392,907.7,18,37.5,4.13132092100914,33.6,15.7,2.66,3,2,2,4,4,2,3,2,NA,extreme lats
1,1,B119,1,10,138,159,194,56,84.836,102.87,1362.8,19,55.7,4.08717346639272,41.2,19.1,2.5,3,3,2,5,5,2,3,2,1,"extreme lats, irregular flowering and heading "
1,1,B119,2,11,191,NA,NA,NA,76.708,69.596,430.1,7,35.8,8.32364566379911,44.7,12.8,1.9,5,4,2,4,4,4,4,3,NA,
1,1,B119,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B119,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B119,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B119,3,10,165,NA,NA,NA,67.31,97.79,825.6,7,99.8,12.0881782945736,60.4,18.3,1.96,5,3,2,4,4,3,4,3,NA,only one plant heading Oct 29th 
1,0,B120,1,4,80,111,116,36,76.708,99.06,896.7,7,87.6,9.76915356306457,56.2,23.8,2.24,4,3,3,5,5,3,4,3,1,
1,1,B120,1,12,105,112,136,31,73.152,78.232,628,0,60.9,9.69745222929936,55.3,20.8,3.16,3,3,2,4,5,3,4,3,1,
1,1,B120,2,11,108,113,125,17,74.93,80.264,604.8,0,83.1,13.7400793650794,52.7,21.2,2.22,5,3,3,5,5,3,4,3,1,
1,1,B120,3,10,121,121,130,9,58.42,64.008,501.3,0,56.3,11.2307999202075,50.1,26.5,1.92,4,4,4,4,4,4,4,3,1,
1,2,B120,1,9,112,110,122,10,71.882,92.202,759.3,0,99.1,13.0514947978401,53.3,16.5,1.56,5,3,3,5,5,2,3,2,1,
1,2,B120,2,9,102,102,116,14,60.706,89.408,773.7,0,116.6,15.0704407393046,77.1,31.1,2.56,4,3,3,4,5,2,4,2,1,
1,2,B120,3,9,107,112,116,9,79.502,101.092,859.1,0,70,8.14806192527063,48.1,14.6,1.76,NA,3,3,4,5,3,4,2,1,
1,0,B121,1,3,NA,113,122,NA,53.594,89.408,976.4,0,121.8,12.474395739451,83.7,27.7,1.38,5,5,3,3,3,4,5,4,0,
1,1,B121,1,10,108,141,155,47,39.37,89.916,717.9,0,122.5,17.0636578910712,62.5,23.2,0.96,5,5,4,3,3,4,5,4,0,
1,1,B121,2,12,119,135,170,51,50.546,86.868,769.7,0,99.5,12.9271144601793,80.1,36,1.34,5,5,3,4,4,4,5,3,0,
1,1,B121,3,12,130,127,156,26,55.88,66.294,586.2,0,78.5,13.3913340156943,74.6,34.9,0.88,5,5,4,4,3,3,4,3,0,
1,2,B121,1,10,114,115,156,42,52.832,93.98,659.4,0,86.1,13.0573248407643,69.1,27.8,0.98,5,5,3,3,3,3,3,3,0,irregular heading and flowering 
1,2,B121,2,11,157,146,163,6,54.356,87.63,1000.3,0,126.4,12.6362091372588,79,31.4,0.7,5,5,5,4,3,4,NA,3,0,"slow... only one head on Oct 15, irregular heading and flowering "
1,2,B121,3,10,141,NA,NA,NA,51.562,75.438,568.2,0,93.2,16.4026751143963,88.8,23.2,1.02,5,5,2,4,2,3,3,2,NA,only one heading on Oct 15 
1,0,B122,1,4,86,97,101,15,69.342,68.072,667.1,4,59.2,8.87423174936291,47.4,20.3,1.86,3,4,2,4,3,2,3,2,0,
1,1,B122,1,6,134,147,172,38,61.976,76.962,493.3,17,37.3,7.56132171092641,46.5,22.6,2.32,5,2,2,4,3,2,3,2,0,
1,1,B122,2,4,133,147,149,16,49.022,56.642,288.3,12,36.8,12.7644814429414,31.5,12.8,1.62,2,3,4,3,3,3,2,2,0,extreme lats
1,1,B122,3,6,126,129,161,35,81.28,73.152,961.6,17,68.8,7.15474209650582,39.8,17.3,1.82,2,2,3,4,3,1,2,2,0,
1,2,B122,1,5,112,133,148,36,63.5,102.108,1222.3,14,75.1,6.14415446289781,52.5,27.7,1.62,4,3,2,4,2,2,3,2,0,"irregular heading, mix of small and large"
1,2,B122,2,6,108,119,129,21,52.832,86.868,687,10,88.9,12.9403202328967,71.1,35.4,1.98,5,3,3,3,2,2,4,2,0,one late heading Oct 29th 
1,2,B122,3,6,112,122,134,22,78.994,81.026,661.3,20,27.7,4.18871918947528,49.8,21.6,1.94,5,3,1,5,2,3,4,2,0,"extreme lats on some plants , irregular heading "
1,0,B123,1,NA,84,72,NA,NA,42.672,64.77,562.2,7,64.1,11.4016364283173,38.5,23.3,2.04,4,2,2,3,2,1,3,2,0,
1,1,B123,1,5,109,129,134,25,59.182,51.562,307.5,14,27.9,9.07317073170732,41.5,19.3,2.38,5,4,3,5,2,2,4,2,0,
1,1,B123,2,5,114,130,171,57,43.942,57.404,321.2,7,45.1,14.041095890411,36,20.8,1.3,2,4,1,3,2,1,2,1,0,
1,1,B123,3,5,124,135,142,18,37.846,67.818,314.8,0,51,16.2007623888183,30.6,18.4,1.86,5,3,3,4,4,3,4,2,0,
1,2,B123,1,9,111,99,136,25,49.276,63.246,609.3,3,60.5,9.92942721155424,52.3,23.9,2.5,5,3,4,3,2,3,5,2,0,
1,2,B123,2,2,91,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,3,4,3,0,dont know where heading data is--only 2 plants :(
1,2,B123,3,3,83,109,113,30,30.734,67.818,381.1,1,59.4,15.5864602466544,57.3,23.8,2.02,4,4,NA,3,2,2,4,2,0,
1,0,B124,1,5,79,93,98,19,35.052,73.406,856.1,9,140.6,16.4233150332905,59.2,24.6,1.3,3,3,5,3,2,3,3,3,0,
1,1,B124,1,9,109,127,133,24,41.656,56.896,367,0,64.7,17.6294277929155,57.7,21.1,1.68,3,4,2,4,2,1,3,2,0,
1,1,B124,2,10,126,134,145,19,37.084,64.516,372.3,1,55.2,14.8267526188558,48.9,24.3,2.78,4,3,3,3,3,4,4,2,0,"one very earpy flowered, did not keep data from"
1,1,B124,3,11,102,129,142,40,42.672,54.61,464.8,8,72.3,15.5550774526678,48.2,22.3,2.68,4,4,4,3,2,2,3,2,0,
1,2,B124,1,7,100,109,128,28,41.402,71.628,449.6,7,100.7,22.3976868327402,87.1,40.5,2.36,5,4,3,3,2,3,4,3,0,
1,2,B124,2,8,104,105,112,8,43.942,86.868,716.2,4,161.6,22.563529740296,90,35.3,2.92,4,2,3,3,2,2,4,3,0,irregular heading and flowering 
1,2,B124,3,8,98,105,116,18,39.37,53.848,311.2,7,74.5,23.939588688946,55.3,27.8,2.32,4,3,3,4,2,2,4,2,0,
1,0,B125,1,5,69,97,101,32,43.688,74.93,734.7,16,78.1,10.6301891928678,43,30,1.24,3,3,2,3,1,2,2,2,0,EXTREME (TM) laterals
1,1,B125,1,8,113,134,148,35,41.91,73.152,869,12,118.9,13.6823935558113,75.9,38.1,1.38,3,4,3,3,2,1,3,2,0," extreme lats,irregular heading and flowering "
1,1,B125,2,11,133,141,178,45,46.482,54.61,271.3,6,45.5,16.7711021009952,49.8,24.9,2.22,4,3,3,4,3,3,4,3,0, extreme lats
1,1,B125,3,9,110,120,137,27,45.974,54.61,583.3,7,93.1,15.9609120521173,69.3,29.3,2.36,4,2,3,4,3,2,4,3,0, extreme lats
1,2,B125,1,6,107,104,147,40,45.212,91.44,706.1,12,72.1,10.2110182693669,39.4,20.5,2.52,5,4,2,3,3,2,4,2,0," extreme lats,extreme lats, irregular heading and flowering  "
1,2,B125,2,6,101,111,128,27,42.164,60.96,413.2,14,91.8,22.216844143272,57.9,26.3,3,5,2,3,3,2,2,3,2,0," extreme lats,irregular flowering and heading  "
1,2,B125,3,7,104,112,121,17,52.07,73.66,577.9,12,68.8,11.90517390552,58.4,26.9,1.8,5,3,3,4,3,3,4,3,0, extreme lats
1,0,B126,1,4,69,99,102,33,36.322,69.088,363,5,80.5,22.1763085399449,63,29.8,2.44,5,4,2,3,3,3,4,3,0,
1,1,B126,1,5,121,127,135,14,57.404,74.93,654.1,19,69.2,10.5794221067115,60.6,23.3,3.5,3,2,2,4,2,1,2,2,0,
1,1,B126,2,8,112,129,171,59,37.592,55.626,412.3,12,82.5,20.0097016735387,49.5,33,1.88,4,4,2,3,2,2,3,2,0,irregular heading and flowering 
1,1,B126,3,7,106,115,128,22,52.832,50.8,237,2,20.9,8.81856540084388,33.7,18.8,1.6,4,3,2,4,3,2,4,2,0,
1,2,B126,1,3,98,104,109,11,41.402,74.422,432.6,8,89.4,20.6657420249653,70.2,31.6,2.68,4,3,3,3,3,2,3,3,0,
1,2,B126,2,3,114,125,130,16,45.212,56.388,632.5,0,77.6,12.2687747035573,77.1,26.8,2.96,5,4,3,3,2,3,4,2,0,maybe take a different head?? 
1,2,B126,3,2,99,113,121,22,40.64,82.042,1068.2,9,196.3,18.3767084815578,80.8,35.8,2.02,5,4,5,2,3,3,4,4,0,
1,0,B127,1,5,161,NA,NA,NA,65.786,77.724,1258.5,21,95.2,7.56456098529996,22.5,9.3,2.12,2,2,3,3,3,2,3,2,NA, extreme lats
1,1,B127,1,7,186,176,193,7,69.342,91.186,769.7,21,55,7.14564115889308,25.8,12.7,2.54,4,3,1,3,3,2,3,2,0," extreme lats,irregular heading and flowering. two heads Oct 29th  "
1,1,B127,2,8,188,181,NA,NA,55.626,85.09,712.3,14,93,13.0562965042819,32.2,15.5,3.04,4,2,2,3,3,2,3,2,0," extreme lats,only 2 heading Oct 29th  "
1,1,B127,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B127,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B127,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B127,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,0,B128,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,1,B128,1,8,193,NA,NA,NA,60.96,87.63,800.6,26,69.6,8.69347989008244,38.4,18.2,2.62,4,3,2,3,3,3,3,2,NA," extreme lats,two heads ready oct 29th  "
1,1,B128,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,1,B128,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," extreme lats,curly  "
1,2,B128,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B128,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B128,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,0,B129,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,1,B129,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,1,B129,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,1,B129,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B129,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B129,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,2,B129,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, extreme lats
1,0,B130,1,5,116,114,128,12,51.308,70.104,690.1,0,73,10.5781770757861,76.9,36.3,0.66,5,4,3,4,2,3,3,2,0, extreme lats
1,1,B130,1,12,143,167,178,35,54.102,81.28,591.6,0,110,18.5936443542934,87.1,28.9,0.6,5,3,3,3,2,2,3,1,0, extreme lats
1,1,B130,2,12,148,184,NA,NA,51.308,59.69,449.3,0,71.2,15.8468729134209,68.3,34.4,0.46,5,3,3,3,3,2,3,2,NA," extreme lats,irregular heading and flowering  "
1,1,B130,3,11,140,149,178,38,39.116,94.488,1187.7,0,217.4,18.3042855940052,97.4,43.9,0.42,5,5,4,1,3,4,3,1,0," extreme lats,irregular heading and flowering  "
1,2,B130,1,11,123,NA,NA,NA,37.846,81.026,531,0,66.5,12.5235404896422,62.1,29.2,0.74,5,4,4,2,3,2,3,2,NA, extreme lats
1,2,B130,2,11,123,NA,NA,NA,41.148,83.82,612,0,90.7,14.8202614379085,69.7,34.8,0.94,5,4,3,2,3,2,3,2,NA, extreme lats
1,2,B130,3,11,139,NA,NA,NA,52.832,59.69,485,0,86.3,17.7938144329897,77.4,29.6,0.46,5,3,4,4,2,2,3,2,NA, extreme lats
1,0,B131,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B131,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slow
1,1,B131,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B131,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading. only one head on Oct 15 
1,2,B131,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B131,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slow... 
1,2,B131,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular maturity. one early flowering 
1,0,B132,1,4,89,101,105,16,80.264,66.04,625.6,16,75.9,12.1323529411765,39.5,18.5,1.9,1,3,1,4,0,1,1,1,0, extreme lats
1,1,B132,1,10,126,137,141,15,64.516,91.948,1181.4,12,112.7,9.53952937193161,63.4,23.6,2.02,2,1,2,4,2,1,1,1,0, extreme lats
1,1,B132,2,10,123,127,142,19,56.896,60.96,326.5,1,36.6,11.2098009188361,36.9,17.3,2.38,3,3,3,4,3,3,3,2,0, extreme lats
1,1,B132,3,10,126,141,169,43,63.754,81.026,370.7,8,45.5,12.2740760722957,50,23.8,1.94,3,1,1,4,2,1,3,1,0," extreme lats,irregular heading and flowering  "
1,2,B132,1,9,111,123,158,47,58.42,81.534,808.6,16,69.6,8.60746970071729,47.4,21.9,1.6,3,3,3,4,4,2,3,2,0," extreme lats,extreme lats, irregular heading and flowering, 50 headed on oct 29th"
1,2,B132,2,10,121,NA,NA,NA,74.422,64.262,594.6,17,30.1,5.06222670702994,35.1,15.8,1.78,5,3,2,5,3,3,4,2,NA, extreme lats
1,2,B132,3,9,129,135,151,22,60.452,94.488,1616.2,11,170.7,10.5618116569731,78.6,45.1,1.2,4,3,4,5,3,2,3,2,0," extreme lats,irregular heading and flowering  "
1,0,B133,1,3,116,127,135,19,63.5,58.674,671.2,17,62.4,9.29678188319428,27.4,9.6,1.14,3,3,2,4,2,2,2,1,0, extreme lats
1,1,B133,1,7,119,152,161,42,71.12,57.15,599.4,3,66.3,11.0610610610611,45.2,21.9,1.46,2,2,4,4,2,2,2,1,0," extreme lats,late flowering  "
1,1,B133,2,7,134,129,148,14,58.674,61.214,264.5,8,41,15.5009451795841,40.9,15.2,2.44,3,1,2,3,2,2,2,2,0, extreme lats
1,1,B133,3,1,111,129,153,42,40.386,55.372,383.1,8,75.6,19.7337509788567,56.4,32,1.72,3,4,4,3,3,3,3,2,0, extreme lats
1,2,B133,1,9,114,126,160,46,54.102,71.882,524.6,9,79.4,15.1353412123523,34,16.4,0.82,2,3,4,4,2,1,2,2,0," extreme lats,irregular heading and flowering. half heading on Oct 29th "
1,2,B133,2,9,116,132,157,41,62.992,77.47,653.6,17,59.5,9.10342717258262,42.7,18.8,1.12,3,4,2,4,2,2,3,2,0," extreme lats,irregular heading and flowering  "
1,2,B133,3,10,135,119,152,17,40.386,79.756,921.5,2,162.7,17.6559956592512,61.3,33,1.5,3,3,4,4,2,2,2,1,0," extreme lats,extreme lats, irregular heading and flowering. one early flowering.  "
1,0,B134,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B134,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B134,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B134,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B134,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B134,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B134,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B135,1,4,110,119,122,12,65.786,87.884,821.9,3,92.3,11.2300766516608,49.3,20.5,2.02,4,3,3,5,4,2,4,3,1,
1,1,B135,1,7,124,128,135,11,55.88,97.282,903.7,10,78.9,8.73077348677659,38.3,16.8,2.1,3,2,3,4,4,2,4,2,1,contaminated non oleracea types
1,1,B135,2,5,123,131,140,17,69.85,79.502,534.5,4,80.5,15.0608044901777,61.2,25.8,2.24,2,2,2,5,5,2,3,2,1,contaminated 
1,1,B135,3,6,139,148,174,35,44.958,77.216,322.8,0,39.5,12.2366790582404,36.7,12.3,1.54,3,4,3,5,5,3,4,2,1,contaminated.  4/8
1,2,B135,1,4,116,135,145,29,59.182,83.312,676.9,0,76.6,11.3162948736889,47.5,18.6,2.18,4,3,3,5,5,3,3,2,1,
1,2,B135,2,7,113,126,152,39,59.944,87.122,853.9,10,107,12.5307413046024,61.7,28,2.84,3,2,3,4,5,2,2,2,1,
1,2,B135,3,6,109,121,146,37,54.356,102.362,495.5,0,66.6,13.4409687184662,51.9,28.2,1.92,4,3,3,4,5,3,3,2,1,irregular heading and flowering 
1,0,B136,1,5,75,86,92,17,58.42,74.93,401.6,13,33.4,8.31673306772908,46.3,25.3,2.24,5,3,3,4,3,3,4,3,0,extreme lats
1,1,B136,1,7,112,121,127,15,50.292,59.69,531.4,19,52.6,9.89838163342115,34.9,12.3,1.48,2,4,2,4,3,2,2,1,0,extreme lats
1,1,B136,2,5,96,112,117,21,51.308,74.422,812.1,18,74.6,9.18606082994705,61.7,28.3,1.77,2,2,3,3,2,1,1,1,0,EXTREME (TM) laterals
1,1,B136,3,5,110,112,144,34,56.388,71.882,553.8,12,37,6.68111231491513,29.8,16.9,2.14,2,4,3,4,3,2,3,2,0,
1,2,B136,1,7,109,113,118,9,53.34,74.422,515.9,12,57.8,11.2037216514828,41.6,18,1.74,3,4,2,3,2,3,3,2,0,
1,2,B136,2,9,98,109,113,15,60.96,68.072,534.8,0,52.1,9.74195961106956,53.2,23.6,2.48,5,3,1,4,2,2,3,2,0,
1,2,B136,3,9,100,101,119,19,72.644,74.168,400.1,2,46.3,11.5721069732567,56.2,20.7,2,5,2,1,4,3,2,4,2,0,"one white flowered at end, probably mistake looks like b120"
1,0,B137,1,3,75,97,100,25,44.45,71.628,596.5,2,90.5,15.1718357082984,50.6,20.4,2.42,5,4,4,3,3,4,4,3,0,
1,1,B137,1,9,111,123,132,21,54.102,58.42,405.8,0,66.1,16.2888122227698,45.5,22.1,2.5,4,4,3,4,2,3,4,3,0,
1,1,B137,2,9,107,124,132,25,43.18,64.262,434.1,9,55.8,12.8541810642709,68.8,32.6,2.24,4,4,2,4,2,3,4,2,0,
1,1,B137,3,8,119,124,171,52,56.388,59.69,478.5,24,26.4,5.51724137931035,32.1,19.6,2.32,3,3,2,4,3,2,3,2,0,
1,2,B137,1,6,125,139,150,25,52.07,88.646,1057.5,5,174.6,16.5106382978723,82.1,38,1.48,5,3,5,3,3,2,4,2,0,slow? 
1,2,B137,2,7,148,113,158,10,51.562,52.324,205.6,0,24.4,11.8677042801556,28.7,11.8,1.84,5,4,3,4,4,4,5,4,0,irregular heading and flowering. contaminated?? 
1,2,B137,3,9,104,110,130,26,48.26,80.772,1132.9,5,217.5,19.19851708006,98.6,45,2.08,5,4,4,3,2,3,4,4,0,irregular heading and flowering 
1,0,B138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B139,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B140,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flowered in tray probably not oleracea
1,0,B141,1,4,62,80,88,26,35.56,73.914,671.2,3,155.6,23.1823599523242,94.5,51.1,2.04,5,5,4,3,4,4,5,4,0,
1,1,B141,1,6,92,108,112,20,29.972,69.342,592.4,0,181.9,30.7056043214045,99.7,39.1,2.1,5,5,5,3,4,4,5,5,0,
1,1,B141,2,5,95,112,116,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,4,4,5,4,0,missed sampling head? 
1,1,B141,3,5,95,112,115,20,28.448,67.31,491.1,0,141.1,28.7314192628792,82.6,36.6,1.5,5,5,4,3,4,5,5,5,0,
1,2,B141,1,5,89,105,108,19,28.194,67.818,454.7,2,140,30.7895315592698,77.4,40.3,2.08,5,4,4,3,3,5,5,4,0,
