year,trial,geno,rep,sc,MT,FF,F50,MF50,HT,WD,BM,LT,HM,HI,HD,CL,BS,BR,BU,HC,HE,HS,HU,HR,OQ,FC,note.plot
1,1,B016,3,12,72,60,72,NA,19.05,35.052,62.1,1,NA,NA,43.4,23.9,1.94,5,2,3,3,3,2,NA,1,0,early irregular flowering 
1,2,B016,1,3,68,99,105,37,26.162,45.72,209,0,87.5,41.866028708134,76.5,31.8,NA,2,1,3,2,2,1,1,1,0,
1,2,B016,2,4,81,105,105,24,35.052,40.894,428.6,0,90.9,21.2085860942604,74.7,41.4,1.3,5,4,4,3,3,2,2,2,0,
1,2,B016,3,3,87,99,107,20,31.242,65.278,473.1,0,130.1,27.4994715704925,76.3,37.6,0.88,NA,NA,5,2,2,2,1,1,0,
1,0,B017,1,6,67,NA,107,40,37.338,70.612,816.2,1,NA,NA,93.3,38.5,1.44,5,4,3,3,2,2,3,3,0,
1,0,B017,2,5,70,72,82,12,37.338,69.85,578.6,0,113,19.5298997580366,69,29.3,0.98,5,5,4,3,2,4,4,3,0,
1,1,B017,1,12,96,105,120,24,38.1,87.884,852,0,198.4,23.2863849765258,105.3,48.2,2.18,5,4,4,3,3,4,4,4,0,
1,1,B017,2,12,100,108,117,17,35.306,57.658,438.9,0,98.8,22.5108225108225,75.3,34.8,1.36,5,4,3,3,2,2,4,3,0,
1,1,B017,3,9,97,114,121,24,36.068,65.786,588,0,120.3,20.4591836734694,80.9,27.6,1.12,4,5,4,3,2,3,4,3,0,
1,2,B017,1,11,99,105,112,13,31.242,56.896,374.1,0,94.6,25.2873563218391,73.3,33.5,1.8,5,4,3,4,3,4,4,3,0,stunted front of plot
1,2,B017,2,12,88,101,104,16,35.306,56.896,321.1,0,75.8,23.606353161009,50.6,35.2,1.86,5,4,4,3,2,4,4,3,0,
1,2,B017,3,12,93,101,105,12,37.592,80.01,865.6,0,201.1,23.2324399260628,103.8,35.4,1.92,5,4,4,3,3,4,5,4,0,
1,0,B021,1,3,92,109,113,21,60.452,49.276,549.9,0,124.1,22.5677395890162,72.7,28.4,1.46,5,4,3,4,3,4,4,4,0,
1,0,B047,1,5,61,71,75,14,45.72,87.63,1256.3,6,250.1,19.9076653665526,129.4,58,2.46,5,5,4,3,3,4,4,4,0,
1,1,B047,1,7,87,108,114,27,34.798,90.17,753,5,NA,NA,46.5,60.7,2.36,5,4,4,4,3,4,5,4,0,
1,1,B047,2,6,99,108,113,14,37.592,58.42,323.5,0,63.4,19.5981452859351,52.9,23.5,1.4,4,5,3,4,2,2,3,3,0,
1,1,B047,3,5,94,102,112,18,34.544,67.056,597.6,2,114.2,19.1097724230254,91.5,35.9,1.96,5,3,2,4,2,2,3,2,0,
1,2,B047,1,6,87,97,99,12,31.75,79.248,540.7,3,130,24.042907342334,66.5,36.8,1.8,5,4,3,4,2,3,4,3,0,
1,2,B047,2,6,86,99,105,19,40.132,65.532,477.2,0,99.4,20.8298407376362,76.7,35.6,2.08,5,3,3,4,1,2,4,3,0,
1,2,B047,3,7,83,98,99,16,32.258,72.136,527.6,1,102.7,19.4655041698256,70.8,29.9,1.9,5,3,2,3,1,3,4,3,0,
1,0,B093,1,5,84,101,126,42,80.772,74.676,717.4,24,46.6,6.49567884025648,35.1,17.5,1.66,4,4,2,4,2,4,4,3,0,
1,1,B093,1,5,128,154,162,34,58.42,69.596,284.8,0,37.6,13.2022471910112,35,16.2,1.88,3,2,2,4,1,1,2,1,0,late flowering 
1,1,B093,2,6,144,175,191,47,69.342,64.77,527.1,13,57.5,10.9087459685069,52,21,1.5,5,1,2,5,2,1,2,2,0,slow irregular flowering! 
1,1,B093,3,6,111,127,166,55,52.832,76.962,756.5,12,72.2,9.54395241242565,56.7,24,2.84,3,3,2,4,2,1,2,2,0,
1,2,B093,1,5,107,142,170,63,41.91,75.692,708.1,12,104.8,14.8001694675893,73.4,41.1,1.88,4,2,4,4,2,3,3,3,0,irregular heading and flowering 
1,2,B093,2,6,108,119,140,32,36.83,98.298,670.5,6,101.9,15.1976137211037,63.2,29.4,2.46,2,1,3,3,1,2,2,1,0,
1,2,B093,3,5,119,119,138,19,51.816,91.948,512.9,0,56.1,10.9378046402808,48.8,21.8,1.84,5,3,2,3,2,2,4,2,0,irregular maturity and flowering 
1,0,B094,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B094,1,8,193,NA,NA,NA,56.642,66.294,399.8,15,49,12.256128064032,35,15,3.28,4,2,2,3,3,2,3,2,NA,irregular heading and flowering. one head ready oct 29th
1,1,B094,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B094,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B094,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B094,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B094,3,12,NA,148,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,irregular heading and flowering 
1,0,B095,1,5,112,NA,NA,NA,54.61,67.056,1058.4,13,112.2,10.6009070294785,36.2,13.7,1.38,2,3,1,4,2,1,1,1,NA,seems like a oddball? 
1,1,B095,1,10,108,127,157,49,49.022,57.658,274.9,12,51.4,18.6977082575482,37.2,20.6,1.4,1,3,1,4,2,2,2,1,0,
1,1,B095,2,10,133,143,162,29,58.928,62.738,692.8,11,107.8,15.5600461893764,53.2,22.7,1.8,2,3,4,4,3,3,3,2,0,"very susceptible, stunted, late flowering "
1,1,B095,3,11,142,125,169,27,62.23,80.772,903.6,18,88.6,9.80522355024347,44.6,18.5,1.22,3,4,3,3,2,2,3,2,0,variable maturity irregular heading and flowering 
1,2,B095,1,7,119,140,155,36,51.562,72.39,601.7,12,88.2,14.6584676749211,71,27.5,1.3,3,2,3,4,1,1,2,2,0,
1,2,B095,2,9,115,123,147,32,50.8,57.912,286.8,4,45.8,15.9693165969317,28.7,12.5,1,3,4,2,4,2,2,3,1,0,"irregular heading and flowering , slow? "
1,2,B095,3,9,112,120,158,46,60.96,74.676,588.2,12,63.2,10.7446446786807,52.5,19.4,1.76,5,3,2,5,2,2,3,2,0,irregular heading and flowering. one early flowering 
1,0,B096,1,4,74,97,99,25,46.736,69.85,1090.1,23,158.1,14.503256581965,97.6,43.2,1.86,1,3,3,3,2,1,3,2,0, extreme lats
1,1,B096,1,11,111,121,130,19,35.052,77.47,594.3,6,121.1,20.37691401649,44.2,25.7,1.86,4,4,4,4,3,2,4,2,0, extreme lats
1,1,B096,2,10,106,109,139,33,39.878,57.15,353.8,10,57.1,16.1390616167326,43.5,18.3,1.96,5,4,4,3,3,4,4,3,0, extreme lats
1,1,B096,3,7,108,127,140,32,33.528,78.994,787.5,7,112.9,14.3365079365079,65.3,27.2,1.94,3,3,2,3,3,2,3,2,0, extreme lats
1,2,B096,1,7,100,99,114,14,43.942,65.278,485.4,7,83.4,17.1817058096415,64.8,29.8,1.56,3,2,3,3,2,2,3,2,0, extreme lats
1,2,B096,2,8,101,99,159,58,41.656,83.82,723.4,7,122.3,16.9062759192701,73.4,29.6,2.3,NA,1,4,3,2,2,3,2,0," extreme lats,irregular flowering and heading  "
1,2,B096,3,7,106,119,139,33,54.61,63.5,572.5,5,117.7,20.5589519650655,84.7,32.6,2.06,5,3,3,4,2,3,4,3,0," extreme lats,irregular flowering and heading  "
1,0,B097,1,3,117,128,132,15,47.244,62.23,351.9,9,62.2,17.6754759874964,40.9,20,1.56,5,3,3,3,3,4,4,3,0,
1,1,B097,1,10,118,127,138,20,46.736,55.88,306.4,5,67,21.8668407310705,40.9,21.9,1.48,1,3,3,3,1,1,1,2,0,
1,1,B097,2,10,109,127,139,30,56.134,71.882,531.6,7,98.9,18.6042136945071,40.1,18.9,1.28,1,2,2,4,0,1,1,1,0,
1,1,B097,3,9,112,115,150,38,38.1,68.072,567,16,57.9,10.2116402116402,49.1,25.6,1.8,5,4,2,4,2,2,4,3,0,highly variable germplasm
1,2,B097,1,4,107,119,133,26,42.672,79.756,771.4,14,157.6,20.4303863106041,57.8,25.4,0.92,2,4,4,3,2,2,2,1,0,slow? 
1,2,B097,2,3,106,120,147,41,44.704,88.392,NA,7,154.6,NA,63,24.3,1.32,2,3,5,3,2,2,1,1,0,"irregular heading and flowering, front of plot maybe stunted "
1,2,B097,3,4,115,123,154,39,49.276,76.454,477.2,0,102.3,21.4375523889355,65.1,28.5,1.26,5,3,2,3,2,2,4,2,0,irregular heading and flowering 
1,0,B098,1,4,162,NA,NA,NA,50.292,74.168,892.6,0,139.2,15.5948913287027,83,33.6,NA,5,1,5,3,3,2,3,1,NA,romancesco? 
1,1,B098,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B098,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B098,3,5,192,NA,NA,NA,48.768,90.17,941.9,0,113,11.9970272852744,65.7,37.1,NA,5,5,5,2,5,4,NA,3,NA,
1,2,B098,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B098,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B098,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B099,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? 
1,1,B099,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B099,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B099,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B099,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B099,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B099,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B100,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? 
1,1,B100,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B100,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B100,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,botrytis? strange leaves
1,2,B100,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B100,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B100,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B101,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not flowering disease? 
1,1,B101,1,1,114,116,126,12,46.736,81.28,925.3,15,144.9,15.6597860153464,40,13.2,1.8,1,2,1,2,0,1,1,1,0,
1,1,B101,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,single plant no grow point 
1,1,B101,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B101,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B101,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B101,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B102,1,5,81,99,103,22,54.102,75.692,663.3,1,135,20.3527815468114,59.3,32.2,2.1,3,3,3,3,2,2,2,2,0,
1,1,B102,1,9,109,147,154,45,49.276,61.468,532.7,3,83.1,15.5997747324948,43.7,21.9,1.7,1,4,3,4,2,1,2,2,0,
1,1,B102,2,9,108,135,165,57,50.292,62.484,686.1,10,44.9,6.54423553417869,36.7,12.8,0.7,1,3,1,4,0,1,1,1,0,
1,1,B102,3,8,130,135,172,42,41.656,59.69,390.9,8,113.3,28.9843949859299,51.6,25.4,1.82,2,4,1,3,1,2,2,1,0,
1,2,B102,1,7,125,126,140,15,66.04,80.264,552.1,6,98.8,17.8953088208658,61.7,25.9,1.76,5,3,2,5,3,3,4,2,0,
1,2,B102,2,8,118,131,147,29,53.34,74.676,505.5,3,67.7,13.3926805143422,50.4,25.8,1.18,4,3,3,4,2,3,4,2,0,irregular heading and flowering 
1,2,B102,3,8,114,119,139,25,51.562,86.614,606,0,124.2,20.4950495049505,46.6,20.7,1.24,2,2,1,3,2,1,1,1,0,irregular heading and flowering 
1,0,B103,1,4,87,97,106,19,71.628,76.454,763.3,14,55.5,7.27105987161011,48.4,24.9,2.56,4,4,2,4,3,3,4,3,0,
1,1,B103,1,9,111,120,152,41,64.77,73.66,499.1,4,58.7,11.7611701061911,58.9,28.7,2.3,3,4,3,5,2,2,4,2,0,
1,1,B103,2,10,128,142,185,57,72.644,82.042,650.2,0,64.9,9.98154414026454,56,26.9,2.64,5,2,3,5,2,2,4,3,0,irregular heading and flowering 
1,1,B103,3,9,125,127,145,20,59.436,55.88,585.7,21,35.4,6.04404985487451,35.3,22.7,2.4,3,3,2,4,3,1,2,2,0,
1,2,B103,1,9,123,124,147,24,63.246,107.442,980.2,16,57.8,5.89675576412977,34.2,12.8,2,5,3,2,4,3,3,4,2,0,irregular heading and flowering 
1,2,B103,2,9,109,118,149,40,66.548,83.82,350.5,0,32.7,9.32952924393723,39.4,19.5,1.68,4,4,2,4,3,2,3,2,0,irregular heading and flowering 
1,2,B103,3,9,116,113,140,24,57.15,113.03,1042.2,9,51.6,4.951065054692,39.7,16.2,1.86,4,3,2,3,3,3,4,2,0,irregular heading and flowering 
1,0,B104,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B104,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B104,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B104,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B104,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B104,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B104,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B105,1,1,102,NA,NA,NA,66.294,68.58,528.3,2,43.1,8.15824342229794,31,11.9,2.5,5,3,3,3,3,3,5,3,NA,
1,1,B105,1,10,129,113,134,5,77.47,91.186,1070,12,107.8,10.0747663551402,68.5,45.5,2.04,4,3,2,4,2,2,4,2,0,
1,1,B105,2,10,131,127,166,35,79.248,79.756,1009.2,12,67.6,6.69837495045581,51.6,27.5,1.9,4,3,3,4,3,3,4,3,0,irregular heading and flowering 
1,1,B105,3,10,116,128,136,20,73.66,80.518,784,13,48.4,6.1734693877551,52.1,22.5,2.06,4,2,2,4,3,2,3,2,0,somewhat irregular flowering 
1,2,B105,1,8,103,105,124,21,54.102,92.456,847.4,9,63.8,7.52891196601369,53.1,26.5,2.54,5,2,1,4,2,2,4,2,0,
1,2,B105,2,7,115,113,147,32,59.944,90.17,921.5,8,73.2,7.94357026587086,53.8,20.8,1.48,5,2,2,4,3,2,3,2,0,irregular heading and flowering 
1,2,B105,3,7,105,105,141,36,50.546,101.6,909.1,4,118.5,13.0348696513035,58.3,28.1,2.02,2,2,2,3,3,2,2,2,0,irregular heading and flowering 
1,0,B106,1,5,164,NA,NA,NA,118.11,87.122,1574.3,1,58.2,3.69688115352855,31.8,14.5,1.88,2,3,4,4,4,3,4,2,NA,very tall
1,1,B106,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B106,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B106,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B106,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B106,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B106,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B107,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B107,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B107,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing plot before? 
1,1,B107,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B107,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B107,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B107,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B108,1,5,94,103,108,14,69.088,75.692,837.9,2,129.5,15.4553049289891,72.7,30.2,2.1,4,3,3,4,3,4,3,3,0,
1,1,B108,1,7,124,133,184,60,67.31,65.532,565,6,46.1,8.15929203539823,40.7,15.2,1.58,1,3,1,5,2,1,1,1,0,irregular heading and flowering 
1,1,B108,2,8,137,175,188,51,66.04,58.928,658.2,16,127.6,19.3862048009723,52.8,19.1,1.1,1,2,4,3,1,1,1,1,0,"extreme lats, slow flowering? irregular? "
1,1,B108,3,10,114,127,148,34,56.642,64.262,511.4,3,45.7,8.93625342197888,49.6,23.7,1.76,2,4,3,4,4,2,3,2,0,
1,2,B108,1,6,121,125,155,34,62.992,71.628,1024.6,16,76.8,7.4956080421628,44.3,23.9,1.54,4,3,3,4,2,3,3,2,0,slow? irregular flowering 
1,2,B108,2,9,104,112,128,24,52.578,61.214,325.2,0,33.5,10.3013530135301,44.6,21.2,2.92,3,4,3,4,3,2,3,2,0,2 late Oct 28th heading 
1,2,B108,3,9,99,101,116,17,48.006,83.82,589.1,6,100.3,17.0259718214225,56.9,26.6,2.36,3,3,3,3,2,2,3,2,0,
1,0,B109,1,5,108,127,132,24,49.276,59.944,419.6,17,47.4,11.2964728312679,30.8,12,1.28,2,1,2,4,1,2,1,1,0, extreme lats
1,1,B109,1,4,133,133,155,22,61.468,61.214,489.5,0,53.5,10.929519918284,41.1,17.5,1.66,4,2,4,4,3,3,3,3,0, extreme lats
1,1,B109,2,10,139,160,178,39,48.514,59.944,521.9,2,74,14.1789614868749,54.3,24.7,1.6,3,4,4,3,2,2,3,2,0, extreme lats
1,1,B109,3,11,125,121,175,50,50.292,56.388,394.6,0,61.4,15.5600608210846,39.7,17.4,1.16,2,3,4,4,2,2,2,1,0, extreme lats
1,2,B109,1,6,126,155,161,35,62.23,74.168,767.6,0,93,12.1156852527358,56.3,30.7,2,5,4,3,4,2,3,4,3,0," extreme lats,irregular flowering and heading  "
1,2,B109,2,7,119,133,147,28,45.72,69.088,637.4,12,64,10.0407907122686,36.1,14.9,1.58,3,3,4,4,3,3,3,2,0, extreme lats
1,2,B109,3,7,117,125,155,38,55.372,84.582,821.2,6,93,11.3248904042864,50.3,29.5,1.58,5,5,3,3,2,3,4,2,0," extreme lats,irregular flowering and heading  "
1,0,B110,1,4,87,97,101,14,87.376,93.98,1076.6,15,69.3,6.4369310793238,59,26.4,2.24,4,3,3,4,5,3,4,2,0, extreme lats
1,1,B110,1,6,108,114,128,20,69.088,58.928,612,16,32.8,5.35947712418301,20.7,10.3,2.1,3,3,1,3,0,1,2,1,0, extreme lats
1,1,B110,2,6,119,140,144,25,81.28,88.646,1318.1,20,40.5,3.07260450648661,34.8,17.3,2.9,3,2,3,4,4,2,3,2,0, extreme lats
1,1,B110,3,7,144,155,176,32,83.058,64.516,716.3,19,48.8,6.8127879380148,27,13,1.92,3,2,3,5,4,2,3,2,0," extreme lats,variable maturity, late flowering  "
1,2,B110,1,9,115,99,133,18,69.85,79.502,715.3,13,70,9.78610373269957,49.5,28.1,1.88,4,2,2,4,3,2,3,2,0," extreme lats,irregular heading  "
1,2,B110,2,9,127,116,156,29,61.468,77.978,512.7,11,47.4,9.24517261556466,48.7,20.9,1.98,5,2,2,4,4,2,3,2,0," extreme lats,irregular flowering and heading  "
1,2,B110,3,9,109,99,156,47,59.182,73.66,547.8,14,42.6,7.77656078860898,48.7,17.5,1.56,5,2,1,4,3,3,3,2,0," extreme lats,one early flowering, most late flowering  "
1,0,B111,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,frilly 
1,1,B111,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B111,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B111,3,9,190,NA,NA,NA,54.356,97.79,848.7,14,90.3,10.6398020501944,19.1,5.7,1.98,2,3,2,3,3,2,3,2,NA,very curly 
1,2,B111,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B111,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B111,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B112,1,4,105,NA,NA,NA,51.308,89.154,1263.2,0,194.3,15.3815706143129,103.2,49.7,0.2332,5,3,4,2,3,3,5,3,NA,romancesco? 
1,1,B112,1,12,141,169,190,49,45.466,73.406,717.1,0,76.8,10.7098033747037,56.1,18.3,NA,5,3,3,2,3,3,5,3,0,romancesco? only 2 heading and flowering 
1,1,B112,2,9,187,NA,NA,NA,64.516,72.644,605.1,0,130.9,21.6327879689308,78.4,29.9,NA,5,4,3,3,5,4,NA,3,NA,
1,1,B112,3,11,190,NA,NA,NA,50.546,71.882,602.7,0,112.1,18.5996349759416,88.9,42.2,0.88,5,4,4,3,3,3,NA,3,NA,2 heading Oct 29th 
1,2,B112,1,8,155,NA,NA,NA,52.07,57.15,451.8,0,76.2,16.8658698539177,68,33.1,0.78,5,3,5,4,3,3,3,1,NA,
1,2,B112,2,6,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,3,3,3,1,NA,
1,2,B112,3,8,NA,NA,NA,NA,48.768,91.44,994.4,0,160.8,16.1705551086082,74.2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B113,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? 
1,1,B113,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B113,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B113,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B113,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B113,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B113,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,0,B114,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B114,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B114,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,1,B114,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B114,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,2,B114,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
